FileName,GUID,FileName Path,FileName Version,Created DateTime,Updated DateTime,Created By,Updated By,RawOCR
generate your own mappings (using Excel, or any other tool that generates XML files)
and import the XML file. For more information about property mapping XML files,
see Sample Property Mapping XML File on page 5-116.

Completing the Deployment Process
Tzunami Deployer is now ready to deploy the source items into the target

SharePoint.

Page | 4-73
Tzunam

Migration Masters

Deploy Wizard
Ready to Deploy

The Deployment Wizard finished gathering all required information.
Please press the Next button to start deploying.

ee

Click here to view the deployment report

Figure 58: Ready To Deploy Screen

If Tzunami Deployer encounters errors or deployment failures, these errors are

displayed in the deployment report and are announced in the next step of the

wizard.

To complete the deployment process:

1.

P

2.
3.

6

Click Next. Tzunami Deployer begins deploying your source items into your
target SharePoint.

When the structure is created and the documents are added, the Ready to
deploy screen displays a link to view the deployment report. If any warnings
or errors were generated as part of the deployment process, icons with the
relevant number of errors/warnings appear.

Tzunami recommends that you review this report carefully and search for any
warnings.

Click Next. The Deploy wizard displays the Deploy security screen.
Click Next. The security deployment process begins.

The Properties window can remain open while you work in the Project window. It
reflects the properties of the currently selected item or items.

You can skip the security deployment and manage the security at another time
unchecking the Deploy security checkbox (Available only when migrating to
SharePoint 2003) in the Deploy Wizard (Figure 49).

The Security Deployment report is stored in the following directory:
<Project Folder>\Reports\Security Deploy Report.<Date>.<Time>.xml.

This report exists only when migrating to SPS2003, in which case a link to the report
is displayed.

Page | 4-74
Tzunami

Migration Masters

When Tzunami Deployer finishes deploying all items and settings, the
Deploy wizard displays the Thank you screen.

4. Click Done. The new items are displayed in the bottom half of the Project
window.

Mapping Security Information

The first page of the Deploy Wizard contains the Deploy Security checkbox.
Selecting this checkbox enables you to also deploy the source security settings for
your deployed containers and items.

If you select the Deploy Security checkbox, the following screens are added to the
wizard:

¢ Groups mapping — Mapping of source groups to target groups as containers
of users.

e Entities mapping — The concrete user mapping.

¢ Roles Mapping — Mapping of source roles (permissions sets) to target roles.

In the following example we review a deployment from LiveLink to MOSS.

Assuming we would like to deploy the following hierarchy as a Document Library
into MOSS:

David’s permissions Ron’s Test Group’s
permissions permissions
© Documents See, modify, add See, modify, See, modify, add
delete, add
& FileA See, modify See, modify, See
delete
S File B See, modify See, modify, See
delete
© Sub Folder See, modify, delete, add, See, modify, See
modify permissions delete, add
S& File 1 See, modify, delete, See, modify, See
modify permissions delete

Tzunami Deployer uses the concept of security roles, each representing a set of
permissions. If the source system supports this concept, the roles are read from the
system. Otherwise, Tzunami Deployer generates its own roles. You can add, remove
and modify the roles used.

David’s set of permissions qualify him the role of Contributor on the Documents
folder and its content, but qualifies as an Administrator on Sub Folder and its child
item. Ron’s role is Web Designer on all the hierarchy and Test Group has the role of
Reader on all content except for Documents, in which he is a Contributor.

Page | 4-75
Groups Mapping

Map Source Groups

Figure 59: Group Mapping screen

The screen consists of three lists:

e Source groups — The source groups that are relevant to the items deployed.

¢ Target groups — The target groups that are relevant to the site into which
we deploy.

¢ Mapped - Pairs consist of source groups and target groups that are already
mapped.

In this step you can map a source group either to an existing site group, or to create
a new site group bearing the same name.

In our example, we have only one source group (Test Group), and in the target we
have the three default site groups (Members, Owners, and Visitors) and one user-
created group named Target Group. We will map Test Group to Target Group. This
means the members of Test Group will be added as members of the Target Group.

& If the source is File System, this step is absent, since File System groups are treated
as Active Directory groups, which can be mapped to SharePoint users (see Entities
Mapping on page 4-77).

Tan

Migration Masters
Tzunami

Migration Masters

Entities Mapping

Map Source Users and Groups

© !<Defautt>! (Default User) [0506BB13-.

[aie

Alemove
BUILTIN\Administrators Administrators (ELV1\Administrators) _Fenove al | femve

NT AUTHORITY\SYSTEM NT AUTHORITY\system Import...

Eat... |
_ | _net_|

Figure 60: Entities Mapping screen

This screen also consists of three lists:

e Source users & groups — The source users and groups that are relevant to
the specific items deployed. Included are users belonging to the groups.

¢ Target users & groups — All the local and domain users in the target. This
means that also users that are not relevant to the target site are included (if
you map to these users, they will be added to the target site).

¢ Mapped - Pairs consist of source user or group and target user or group
each, that were already mapped.

In this step you can map each source user or group to a target user or group.

Mapping a source entity to a target entity means that the target entity will receive
the same permissions that the source entity has. These permissions will be assigned
based on the role mapping step (see Role Mapping on page 4-77). Also, when
Tzunami Deployer performs the group mapping, group membership is migrated
based on the entities mapping.

& You can use the Filter field in order to drill down to a specific name.

Tzunami Deployer suggests some of the mappings based on the user names. Also
Tzunami Deployer suggests the mapping of groups based on our mapping on the
previous screen.

Role Mapping
After mapping the default user and the other users you wished to map, click Next to
get to the third security screen: Role Mapping:

Page | 4-77
Deploy Wizard

Map Source Roles to Target Roles
Source roles originating from: hitp:/moss:45358/sites/amar

Source roles:

Limited Access

Figure 61: Role Mapping screen

This screen contains three lists:

e Source roles — The source roles (each role is a permissions set).

¢ Target users & groups — Target roles. You can select more than one target

role.

¢ Mapped — Pairs consist of a source role and its mapped target role(s).

Roles, as mentioned earlier, are sets of permissions. In this step you map a source
role to a target role. This means that target entities that were mapped to a source
entity with a certain role will be assigned with the corresponding role that will be

mapped in this screen.

A sensible mapping would be: Administrator > Full Control, Contributor >
Contribute, Reader > Read, Web Designer > Design.

o—

You can check more than one target role.

When migrating from WSS2.0/SPS2003, Site groups are handled as both groups
(containers of users), and roles (sets of permissions). This means that Site groups will
appear in both the Groups mapping and the Roles mapping steps.

Following our example, the outcome of our security mapping will be:

David’s role Ron’srole Test Group’s role
© Documents Contribute —_ Design Contribute
© FileA Contribute Design Read
© FileB Contribute Design Read
© Sub Folder Full Control Design Read
© File 1 Full Control Design Read

Tzunam

Migration Masters

Page | 4-78
Tzunami

Migration Masters

Checking Deployed Items
Once you have finished the deployment, you can scan the hierarchy of items and
search for problematic items.

To find problematic items:

e Select View > Find > Find Problems.

Tzunami Deployer scans the hierarchy in the target system for problematic
items. If there are no problematic items, a message is shown. If Tzunami
Deployer encounters problematic items, the Problematic Items window
appears (Figure 62).

& The window updates itself as you modify items to handle their problems.
You can double-click (or click Go To) on an item to navigate to it directly.

Click Copy to clipboard and Export to retrieve the list of problematic items.

The following problems are checked:

e Name contains invalid character.
¢ Name and URL are too long

¢ Blocked extensions

e Files are too large

e Properties values are legal (Hyperlinks start with a protocol
schema, required properties have values, required properties do not
have a default value).

Problematic items id

Below is a list of all the problematic items that are about to be committed. Select an
item and press the ""Go To” button (or double-click it) in order to navigate to that item
and fix the problem.

http://moss:8887/sitesAesting-aj... Site Name in Un exceeds 12
.. http://moss:8887/sites/Aesting-aj... Site Url exceeds 260 charac
http://moss:8887/sitesAesting-aj... URL exceeds 255 charactet
http://moss:8887/sitesAesting-aj... URL exceeds 255 character
http://moss:8887/sitestesting-aj...__ URL exceeds 255 characte
http://moss:8887/sitesAesting-aj... URL exceeds 255 charactei

http://moss:8887/sitesAesting-aj... URL exceeds 255 character
http://moss:8887/sitesAesting-aj... URL exceeds 255 charactet

Figure 62: Problematic items window

Page | 4-79
Managing the Deployment Process

This section describes a variety of options that enable you to keep track of the
deployment process. For e.g., you can determine which source items are deployed
to which target locations:

e Item Counters - Items in the container versus the number of items
deployed. For example, the following shows that only one item of the 25 in
this hierarchy is deployed:

le Files} (1/25)

The first number is the number of files and items deployed, but not yet
committed to the target SharePoint. The second number is the total number
of files and items in that particular location and all its nested hierarchy. In
the source system, this enables you to verify that all files intended for
migration were indeed deployed. In the target SharePoint system, this
indicates how many items currently in the specific location were deployed
but were not yet committed to SharePoint.

e Icon Overlays — Each item or folder can only be deployed once. After
deployment, the icons of both source and target items appear with an

upload overlay (@). For e.g. rey

If you try to redeploy an item that is already deployed, a message is
displayed. You can remove a deployed item by finding the location to which
the item is deployed (in the target SharePoint) and delete it.

¢ Find Source/Target Tool — You can find the correlation between items in the
source and their new location in the target:

* Select a source item and click 2? Find Source/Target to find the
deployed target item.

e Select a target item and click 29 Find Source/Target to find the
deployed source item.

¢ Deployed To / Deployed From Column — The source includes a Deployed To
column that specifies the address of new item in the target SharePoint. The
target SharePoint includes a Deployed From column that specifies the
address of the source item that was deployed.

e Find Problems — You can instruct Tzunami Deployer to search for known
problems (such as long URLs, which is a SharePoint limitation, blocked
extensions, and so on) by selecting View > Find > Find Problems. This option
can only be performed before the committing stage, on uncommitted items.

Tan

Migration Masters
Tzunami

Migration Masters

¢ Deployment Report — Before committing your changes, you can view a
report of the deployed items. Tzunami recommends that you review the
Deployment Report carefully and search for any warnings. The Deployment
Report is stored in the following directory:
<Project Folder>\Reports\DeployReport.<Date>.<Time>.xml.

e Filtering Source Items — Tzunami Deployer enables you to filter the items
that appear in the source system. For more information, see Filtering Source
Items on page 4-81.

Filtering Source Items

When you apply a filter to a folder, the filter is automatically applied to all sub-
folders. You can set a different filter for a sub-folder or disable filtering for it
altogether by editing the sub-folder’s filter settings.

To filter the source store list:

1. Click ¥a.

Or
Right-click a source folder you wish to filter and select Filter.

The Edit Filter window appears.

Select the property from ‘properties’ lst to dear corresponding filter.

I Filter items that don't have property in selected filter
iter:

[(Created) Equals to (5/2/2011 or 5/4/2011 or 5/11/2011 or 6/13/2011 or 6/22/2011)
JAND (Discussion Title) Equals to (Human Resource’ or ‘Administration’ or ‘Finanace’ or ‘Accourt)

Clear All Egport import | ok Cancel

Figure 63: Edit Filter Window

Page | 4-81
Tzunami

Migration Masters

2.
3.

Select a property from the list of Properties.

In the Condition area, select one of the following conditions from the drop-
down list and enter a value in the corresponding field(s):

e Equals to

e Different than

e Greater than

¢ Smaller than

¢ Between

e¢ Matches

¢ Doesn’t match

e Empty Value

e¢ Non Empty Value

Some conditions have single values and others have multiple values, for example the
Equals to condition can contain up to five values.

Click Add Condition. The condition is added to the Filter area, displaying the
full filter expression.
You can only add one condition per property.

You can edit a condition for a property by selecting the property and modifying the
condition type or it’s currently assigned values and clicking Add Condition.

You can remove a condition from a property or all the conditions from all the
properties by clicking Clear Condition or Clear All, respectively.

Click Import/Export Button. Export button can be pressed to dump added
filter condition as an XML file. Likewise, Import button can be pressed to
import the saved filter conditions accordingly.

Click OK.

The filter is applied to the source hierarchy and the icon at the filtered
location, including all its sub-folders, includes a filter overlay (v7), as well as
an additional counter specifying the number of files and items that passed
the filtering.

Page | 4-82
Tzunami

Migration Masters

Best Practice for deploying source

Drag and drop: Deploy selected items from the source to a pre-determined
location in the target. At this stage of the Deployment, you should already
be aware of what you’re dragging (site, list, etc.) and which properties you
want to add accordingly.

Mass Deploy: Repeat the “Drag and Drop” phase for as many projects as
you like. Keep in mind that using more than one person to conduct the
migration can help you move through the different phases simultaneously
and thereby at a quicker pace.

Make sure not to deploy the same site collection using two different
projects that are destined to run simultaneously, as this could cause
inconsistency issues.

Review the Deploy Reports for any warnings

Check for problems before commit: Before committing your project to
SharePoint, use the “find problems” option from the Deployer menu (Ctrl
+P) in order to identify any issues that may occur as a result of SharePoint
limitations, such as long URLs, or blocked extensions.

SharePoint Limitations: Keep in mind SharePoint column limitations while
adding missing properties.

Multiple Deployment: Simulate multiple deployments for a source type till
you find the one that suits your needs best. Use the same deployment
pattern for that item type in future.

Page | 4-83
COMMITTING THE MIGRATION

The committing stage executes your target SharePoint customizations and migrates your
source items to your target SharePoint. You can perform the committing stage immediately
after deployment or you can schedule it for a later date. For more information, see Schedule
Commit on page 4-86 and Batch Mode Commit on page 4-88.

The committing process first applies the model that was designed in Modeling SharePoint
Targets on page 4-35. This ensures that the sites, libraries, lists, and folders are created in
the target SharePoint and that their metadata is set, so that they are ready for the migration
of items into them, according to the deployment scheme you built in Deploying Source Data
for Migration on page 4-59.

The actual content migration physically copies the source items (For e.g. Microsoft Office
documents) to the target library, list, or folder on the SharePoint site, while updating their
metadata properties according to the Tzunami Deployer project definitions.

You can estimate how much time the committing stage requires with the following
calculation:

(xxY)
75 \ = anticipated committing time.

(NxZ)
Where:
X — The total number of documents to commit.

Y— The average committing rate for one Tzunami Deployer instance. This rate can be
determined by committing a project and dividing the number of documents by the
amount of hours taken to complete committing.

Z— The number of servers (that meet the required specifications) available on which to
run Tzunami Deployer.

N— The number of Tzunami Deployer instances planned to run on each server.

Tzunami

Migration Masters

P

While your projects are in the committing stage, create and work on additional projects to save time.
When one project finishes the committing stage, you can immediately begin committing another.

You can run multiple Tzunami Deployer projects on a single server. Keep in mind that the number of
Tzunami Deployer projects running simultaneously on one machine and the total number of running
projects depends on your hardware, network connections, and the SharePoint environment
maintenance and response time. This maintenance and response time depends on the amount of
free memory on the machines running Tzunami Deployer, hardware, available CPU, network
connectivity to SharePoint, DB indices on the SharePoint SQL server, and so on.

Avoid making additional changes directly to your target SharePoint during the committing stage.

Page | 4-84
After the committing stage is complete, the numbers on the left of the item counters in both
the source and target trees are set to zero and the New, Modified, and Deployed overlays
are removed from all icons.

Committing Now

To commit the changes to the SharePoint server:

1. Select Data > Target SharePoint 2003/2007/2010/2013/SP Remote/Office
365 > Commit to SharePoint.

Or
Click ""32 Commit
Or

Right-click in the target SharePoint store area and select Commit to
SharePoint.

& If the Tzunami Deployer project was modified since it was last saved, Tzunami
Deployer informs you that the current project data will be saved.

Tzunami Deployer prompts you to verify that you wish to commit your
changes to SharePoint.

2. Click Yes. Tzunami Deployer begins committing your changes and displays a
progress window indicating the number of modifications being made to the
SharePoint server, as well as the progress and time estimation.

Ay Warning User 'ELVS\spadmin’. running Tzunami Deployer Remot
Ay Warning User 'ELVS\spadmin’. running Tzunami Deployer Remot
Ay Warning User 'ELVS\spadmin’, running Tzunami Deployer Remot
i) Information Successfully connected to Tzunami Deployer Remote S
@) Information Succeed to connect to Tzunami Deployer Remote Serv
i) Information Checking permissions for Server moss’ succeeded

@) Information Waiting to finish Active Directory connectivity test.

i) Information Checking connectivity to Active Directory domain ‘elvs.<(¥,
4 >

TF Errors only [¥ Auto-scroll View Save As...
cancel _ |

View Reports Close

Figure 64: Commit Progress Window

Tan ES

Migration Masters
7 Clicking Errors only filters the displayed progress messages to show error messages
only.

After Tzunami Deployer finishes committing your changes, you can right-click the
new SharePoint site or document library and select Open to view the site or
document library using your Internet browser.

If the committing process completes successfully without errors, you have
finished migrating your content.

If errors or failures are displayed in the Commit Progress window (Figure
64), a new tab is added to the window, indicating which items were not
committed and what problems caused the failure.

3. Click the Commands tab. The Commands tab appears listing the actions that
failed to be committed to SharePoint and the reason for the failure. All
actions are selected by default.

TT = x

ccom/sites/Cvwse/Employm_
.com/stes/Cvesate/Employm
ccom/stes/CSiwsate/Employm
ccom/stes/Cessms/Employm
ccom/stes/Cvswae/Employm
ccom/stes /Sewe/Employm
ccom/stes et

Figure 65: Commit Window — Commands Tab

4. Select the actions that you want to retry committing to SharePoint and click
Try Again.

& If you close the window without resolving the failed commands, you can resolve
them later by right-clicking in the SharePoint store and selecting View pending
commands. You can then retry committing the items.

Schedule Commit
You can schedule Tzunami Deployer to commit a project at a time that is most
convenient for you.

Tan

Migration Masters
Tzunami

Migration Masters

To schedule Deployer project:

—

Once you have successfully deployed contents to the target, save the Deployer
project.

1. Select Data > Target SharePoint 2013> Schedule Commit to SharePoint
2013.

Or
Click ©3% Schedule Commit
Or

Right-click in the target SharePoint store area and select Schedule Commit
to SharePoint 2013/SP Remote/Office 365.Check this

The Schedule Commit window appears.

x
Start: | 8/16/2013 | | 4:09:53 PM |

Mode: | @ MiniGUI No GUI

I Send Email Notification
smTPSever[—st=~CS
oe

_Seve_| _Cancet |

Please ensure that the project file is not open in

any Deployer instances during the scheduled time.

Figure 66: Schedule Commit window

Table 14: Schedule Commit

Parameters Descriptions

Start Set the start date and time for schedule commit.
7 The start date and time should be greater than current
date and time.

Mode Enables you to specify how Deployer runs the schedule commit
process.

¢ Mini GUI - Runs Deployer and starts to commit a project
opening the Mini Deployer interface. It shows commit
progress, Elapsed time and Time left (estimation) in Mini
Deployer window.

Page | 4-87
Tzunami

Migration Masters

lolx

‘Committing project: tae gruel 4.tde
Loading properties for File System 03.08%

e No GUI - Runs Deployer and starts to commit without
opening the user interface of Deployer.

Send Email Notification | Enables you to send email notifications after commit is

completed.
SMTP Server Enter the outgoing (SMTP) e-mail server.
From Enter the sender’s email address in the From box.
To Enter the recipient's email address in the To box. Enter multiple

addresses by separating them with a comma.

2. Click Save.

A Please ensure that the Project File is not opened in any Deployer instances during
the scheduled time.

Batch Mode Commit

With Task Scheduler, you can schedule Tzunami Deployer to commit a project at a
time that is most convenient for you.

To set a time for committing a project:
Once you have successfully deployed contents to the target, save and close the

Deployer project.

1. Create a batch file with commit command in the following format.

Deployer.exe <DeployerProjectFile> [/commit [/nogui]

{/minigui]] [/SMTP <mail.domain.com>] [/From
<name@domain.com>][/To <name@domain.com>] [/PORT <SMTP
port>]
Usage
Parameters Descriptions
[commit Opens the provided Deployer Project File and
Page | 4-88
immediately starts to commit to SharePoint. If a
project is not provided, or if there are no
commands to commit, Deployer opens regularly.

[/nogui] This flag is used with the “/commit” option, in order
to run Deployer and start to commit without
opening the user interface of Deployer.

[/minigui] This flag is used with the “/commit” option, in order
to run Deployer and start to commit a project
opening the Mini Deployer interface. It shows
commit progress, Elapsed time and Time left
(estimation) in Mini Deployer window.

sox

‘Committing project: few graye 4.tde

Loading properties for File System 03.08%
i]

Elapsed time: 00:00:14
Time left (estimation): 00:07:26
[a

<DeployerProjectFile> Specifies the location of Deployer Project File which
you want to commit.

[/SMTP <mail.domain.com>] [Optional] Outgoing (SMTP) e-mail server.

[/From <name@domain.com>] [Optional] sender’s e-mail server.
[/To <name@domain.com>] [Optional] recipient's email address.
[/Port <SMTP port>] [Optional] Outgoing server SMTP port number.

For example:

C:\> “C:\Program Files (x86)\Tzunami\Deployer 2.8\Deployer.exe”
“F:\My Project\Projectl.tde” /commit

C:\Program Files (x86)\Tzunami\Deployer 2.8> Deployer.exe
“F:\My Project\Projectl.tde” /commit /nogui

C:\Program Files (x86)\Tzunami\Deployer 2.8> Deployer.exe
“F:\My Project\Projectl.tde” /commit /minigui

C:\> “C:\Program Files (x86)\Tzunami\Deployer 2.8\Deployer.exe”
“F:\My Project\Projectl.tde” /commit /nogui /SMTP
mail.friendsco.com /From info@friendsco.com /To

admin@friendsco.com /Port 465

For better performance and less intrusions on the machine, you can use the /nogui
flag, which does not display the Tzunami Deployer user interface.

Tan

Migration Masters
Tzunami

Migration Masters

The first parameter is the path to Deployer executable file.

ini
File Edit Format View Help

(""C:\Program Files (x86)\Tzunami\Deployer 2.8\Deployer. exe” “E\M
project projecti tde"" /commit /nogui /SMTP mail.friendsco.com /From
info@friendsco.com /To admin@friendsco.com /Port 465

Save the file.

Run the batch file in the task scheduler. For more information about task
scheduler, refer to:

http://technet.microsoft.com/en-us/library/cc748993.aspx.

Best Practice for Committing a Deployer Project

Check for problems before commit

Start committing the projects: While these projects are committing, begin
creating as many new Deployer projects as you can.

Run several Deployer instances on one server: The number of Deployer
projects running simultaneously on one machine and the total number of
projects which can run simultaneously depend on your hardware, network
connection and SharePoint environment maintenance and response time
(free memory on the machines running Deployer, HD availability, CPU,
network connectivity to the SharePoint farm, DB indices on the SharePoint
SQL server, etc.).

Don’t waste time: You can immediately commit another project as soon as
the previous project finishes committing. You also have the option to
schedule a commit in the future through the use of the Microsoft Windows
Task Scheduler combined with Deployer’s command line capabilities. Keep
in mind SharePoint column limitations while adding missing properties.

Avoid performing changes to the SharePoint outside of Deployer during
the commit phase.

In order to produce a rough estimation on the duration of the Commit
Phase, verify the following environment-dependent variables:

eX: Total number of documents to commit

e Y: Average commit rate for one Deployer instance. Test this once
with one project committing M documents for H hours and just doa
simple calculation of M/H.

e¢  Z:Number of servers available to run Deployer

Page | 4-90
e N: Number of Deployer instances designated to run on each server.

& It is not recommended to run more than 3 Deployer instances on a single server.

Rough time estimation for the duration of the commit process can be
el , (XxY)
calculating using these parameters:
(Nx Z)

e Schedule Commit: With Scheduled Commit, you can schedule Tzunami
Deployer to commit a project at a time that is most convenient for you.

e Identify Issues: During commit, or any other phase of the migration project,
identify any problems that may arise. Save the export/deploy/commit
reports and logs which contain any warnings or errors. Notify the Tzunami
Support Team about these issues.

Tan

Migration Masters
5 CONFIGURING TZUNAMI DEPLOYER
ADVANCE FEATURES

This chapter describes how to configure Tzunami Deployer settings and covers the following
topics:
e Rule Engine

¢ Tzunami Deployer Options

=~
Page | 5-92
Tzunam “

Migration Masters
RULE ENGINE

Deployer Rule Engine is a powerful Deployer component that enables you to automate large
parts of the deployment process by creating flowcharts of If-Then statements in a rules
editor.

A Rule consists of a set of conditions (logical IFs) and Actions (logical THENs). If all conditions
are fully met, then the Actions are executed. A Rule Set is a set of rules that define
deployment options for a specific Enterprise Content Management (ECM) system.

The Deployer Rule Engine is intended for power users, System Integrators, and Tzunami
Deployer specialists. It provides you with a high degree of freedom in regard to the business
logic you can create.

The order of the Rules in a Rule Set is important. The Rule Engine processes each container
item in the deployed item, evaluating the Rules one after the other against each item. If
even one Condition is not met, the Rule is ignored, and the Rule Engine proceeds to the next
Rule. If all Conditions are met, the Actions are performed, and the Rule Engine continues
handling the next item. No other rule is evaluated for that item. As a result, even if two Rules
are valid for a certain item, only the first Rule is evaluated and performed.

The Rule Sets Editor contains several built-in default Rule Sets that define some common
deployment logic schemas. You can customize these default Rule Sets to suit your specific
deployment needs.

Configuring Rule Engine

You can choose whether to involve the Rule Engine in the deployment process.
Tzunami recommends that you start working with Tzunami Deployer without the
Rule Engine. After you are familiar with Tzunami Deployer’s behavior and features,
you can create a new Rule Set and enable the Rule Engine to generate suggestions.

To set the Rule Engine interaction level

1. Select Tools > Options. The Options window appears.
2. Click Rule Engine.

3. Select one of the following levels of interaction from Rule Engine Settings:

¢ Don’t use Rule Engine - The Rule Engine does not take part in the
deployment process.

e Rule Engine provides options — The Rule Engine generates
suggestions for the deployment process. The deployment wizard is
displayed to the user to validate and acknowledge the options.

4. Click OK.

The Rule Engine interaction level is set.

Page | 5-93

Tzunami

Migration Masters
Opening the Rule Sets
To open the Rule Sets Editor:
e Select Tools > Deployment Rules.
Or
Press F8.

The Rule Sets Editor appears.

Parent is Web App if parent is Web Application - deploy as site
Parent is Ste f parent is site - deploy as document library
Parent is Folder/L... if parent is Folder/List - deploy as folder
Worst case Worst case -do not deploy

Break inheritance

If expected target parent is of type Web Application
then deploy as Site Collection
and set template to Team Site

Figure 67: Rule Sets Editor

Specifying Rule Set Location
Rule Sets are saved on the file system. The location of each Rule Set must be
specified in the Rule Engine.

To specify the locations of Rule Sets:

1. Select Tools > Options. The Options window appears.

2. Click Rule Engine.

wea

Migration Masters
_—~

Tzunami

Migration Masters

Rule Sets File Paths

Point Type each location on its own line.

Deployment
it |@DEPLOYER@\Rules Add
Meperas D:\Rules 1 — |
AutoFixes
Others

Select rule set to use for each system

Default Exchange rule set

ree |

1 Defautt File System rule set
New File system

HumsingbirdDM
1] Defautt HummingbirdDM rule set

Figure 68: Options Window

3. Click Add and browse to the location of the Rule Set.

Or
Enter the location in a new line in the Locations area.

4. Select Rule Set and click OK.

& You can use two special variables in the definition of the location:
@DEPLOYER@ — denotes the Tzunami Deployer installation folder.
@PROJECT@ — denotes the currently open Tzunami Deployer project.

You can delete a location by highlighting the relevant text in the Location area, and
deleting it.

4 You can specify that the location of a new Rule Set be automatically added to the list
of locations, by clicking Add location to list of rules set locations when you define a
new Rule Set (Figure 69).

Rule Sets Editor

You can create multiple Rule Sets for each ECM system. However, at any given time,
only one Rule Set can be used during the deployment process. For more information
about “Rule Set” see Rule Engine on page 5-133.

Page | 5-95
To set which Rule Set to use during the deployment process:

1. Select Tools > Options in the menu. The Options window appears, displaying
the existing Rule Sets in the bottom half of the screen (Figure 69).

2. Select the Rule Set for the ECM to use during the deployment.

Creating a New Rule Set

To create a Rule Set:

e In the Rule Sets Editor (Figure 67), click New Rules set. The New
Deployment Rules Set Form appears.

x
Rules Set Name: ||

|
Filename: |

[Add location to list of rules set locations

Lok] concet_|

Figure 69: New Deployment Rules Set Form

e Enter the following information for the new Rule Set and click OK.

Table 15: New Deployment Rule Set Form Fields

Field Description

Rules Set Name Specify a name for the Rule Set.

Type Select the type of source ECM the Rule Set applies to from the
drop-down list.

Filename Specify where to save the Rule set file.

Add location to list of Select this option if you wish to display the file location in the

rules set locations Locations pane in the Options window (Figure 68).

& If the Rule Set you are creating is very similar to an existing Rule Set, you can
duplicate the existing Rule Set and edit its rules. For more information, see Copying a
Rule Set on page 5-96.

Copying a Rule Set
To copy a Rule Set:

When you duplicate a Rule Set, it appears with the same name as the original Rule
Set, followed by - Copy.

Page | 5-96

Tzunam

Migration Masters
1. Select Tools > Deployment Rules. The Rule Sets Editor appears.

2. Inthe Rule Set Editor toolbar, click Copy.

Creating a Rule in a Rule Set

To create a rule in a Rule Set:

1. Click New in the Rules toolbar. The Rule Editor window appears.

Figure 70: Rule Editor Window — General Tab

2. Inthe General tab enter the following information:

Table 16: Rule Editor, General tab — Description of Fields

Field Description

Title Enter a name for the rule.

Description Enter a description for the rule.

Enabled Select if you want this rule to be processed as part of the Rule Set.

3. Click the Conditions tab and define the condition(s):
a. Click New. The Conditions Selector window appears, listing all
available conditions.
é These conditions may differ depending on the type of ECM system you specified in
the Type field of the Rule Set.

Page | 5-97

Tzunam

Migration Masters
Tzunami

Migration Masters

Conditions Selector xi

Parent is of type Parent Type
[-] Source is of type Source Type
Source parent is of type Source Type
Source server template is Server Template
[1] Source item is a Meeting Workspace:
Source item is Document Workspace
[-] Expected target parent is a Meeting Workspace
Number of subitems Grester/Equals/Less than Number not including I of
[1 Cantrinae infin nab neon
»

Figure 71: Conditions Selector Window

b. Select the Condition(s) you wish to add and click OK. Each Condition
is displayed both in the top pane and the bottom pane. The

Condition’s variables are marked in blue and underlined.

Parent is of type Parent Type

expected target parent is of type Parent Type

Figure 72: Rule Editor Window — Conditions Tab

c. In the bottom pane, select a value for each variable by clicking the
variable, and entering or selecting a value. For information about
the values to enter or select, see Defining Conditions on page 5-100.

i
& If you do not select a value, the rule is considered incomplete, and will not be

processed.

4. Click the Actions tab and define the action(s):

a. Click New. The Actions Selector window appears, listing all available
actions. Note that these conditions may differ depending on the
type of ECM system you specified in the Type field of the Rule Set.

Page | 5-98
Tzunami

Migration Masters

Actions Selector xi

Deploy as Type

[| Set ‘Deploy Option’ to Waive”

‘Set the best-matching workspace template

Set template to Site Template

Set template using the following mapping

Use list template having server template Server Template ID
Use list template Server Template Name.

Set list template using the following mapping (automatic)

[1 Cab lint Samanta sininn the fallmssine mannnine

Figure 73: Actions Selector Window

b. Select the Actions you wish to add and click OK. Each Action is

c.

displayed both in the top pane and the bottom pane. The Action’s
variables are marked in blue and underlined.

= = =—=—l

(new... X Delete

|Set template to Site Template
| Set template using the following mapping
Set list template using the following mapping (automatic)

lf expected target parent is of type Parent Type
then set template to Site Template

and set template using the following mapping
and set list template using the following mapping (automatic)

Figure 74: Rule Editor Window — Actions Tab

In the bottom pane, select a value for each variable by clicking the
variable, and entering or selecting a value. For information about
the values to enter or select, see Defining Actions on page 5-109.

v=
& If you do not select a value, the rule is considered incomplete, and will not be
processed.

Copying and modifying a Rule in a Rule Set

